PosV3,WT_1,WT_2,WT_3,Drho_1,Drho_2,Drho_3,brown,brown,brown,white
110886,5.0518,4.793,5.3094,3.5711,4.0031,3.8399,2.3219,3.3219,0,1
110904,5.0586,4.8104,5.3476,3.65,4.0654,3.8757,2.3219,3.3219,0,1
110925,5.0927,4.9504,5.4197,3.8802,4.1278,3.8941,2.3219,3.3219,0,1
110954,5.0927,4.9926,5.4074,3.8871,4.0959,3.8725,2.3219,3.3219,0,1
110979,5.0976,5.0476,5.4151,3.9262,4.0873,3.8704,2.3219,3.3219,0,1
110999,5.1775,5.1088,5.4399,3.9897,4.1273,3.9334,2.3219,3.3219,0,1
111023,6.6535,6.0062,6.8045,5.3869,5.6092,5.6466,2.3219,3.3219,0,1
111040,6.6623,6.0346,6.8016,5.3692,5.6299,5.6238,2.3219,3.3219,0,1
111060,6.6652,6.0236,6.7832,5.3326,5.6204,5.5704,2.3219,3.3219,0,1
111080,6.6513,6.0416,6.7562,5.3102,5.6056,5.4677,2.3219,3.3219,0,1
111108,6.625,6.0276,6.646,5.2724,5.5859,5.3151,2.3219,3.3219,0,1
111127,6.5992,6.0126,6.5816,5.2629,5.5695,5.2955,2.3219,3.3219,0,1
111154,6.5664,6.0087,6.5251,5.2175,5.5432,5.2434,2.3219,3.3219,0,1
111176,6.5599,6.0236,6.5375,5.2409,5.5604,5.2423,2.3219,3.3219,0,1
111194,6.5715,6.0449,6.5563,5.297,5.6287,5.2939,2.3219,3.3219,0,1
111214,6.6052,6.0642,6.5868,5.3199,5.6623,5.3609,2.3219,3.3219,0,1
111241,6.6177,6.096,6.6185,5.3399,5.6776,5.3875,2.3219,3.3219,0,1
111258,6.6673,6.1214,6.6754,5.4036,5.7159,5.5013,2.3219,3.3219,0,1
111278,6.6945,6.1476,6.7451,5.4438,5.7437,5.529,2.3219,3.3219,0,1
111309,6.7063,6.1593,6.7354,5.4372,5.7389,5.5163,2.3219,3.3219,0,1
111330,6.7306,6.1725,6.7495,5.4408,5.7428,5.5209,2.3219,3.3219,0,1
111353,6.7459,6.1851,6.7607,5.4692,5.7494,5.5984,2.3219,3.3219,0,1
111375,6.7509,6.1911,6.7842,5.4924,5.7511,5.6247,2.3219,3.3219,0,1
111393,6.7564,6.1922,6.7889,5.4944,5.7481,5.6312,2.3219,3.3219,0,1
111409,6.7597,6.1707,6.7836,5.4806,5.74,5.5962,2.3219,3.3219,0,1
111431,6.7451,6.1454,6.7751,5.4669,5.7389,5.5699,2.3219,3.3219,0,1
111460,6.6461,6.0858,6.7678,5.3923,5.7184,5.4599,2.3219,3.3219,0,1
111481,6.5491,6.0503,6.7606,5.2717,5.6483,5.3851,2.3219,3.3219,0,1
111500,6.4969,5.9882,6.7338,5.1467,5.1059,5.2581,2.3219,3.3219,0,1
111521,6.4761,5.9721,6.7096,5.1091,5.0528,5.232,2.3219,3.3219,0,1
111542,6.4402,5.9526,6.6731,5.0925,5.0954,5.2113,2.3219,3.3219,0,1
111566,6.4343,5.9397,6.631,5.0772,5.102,5.1375,2.3219,3.3219,0,1
111587,6.4336,5.9424,6.6334,5.114,5.1195,5.1806,2.3219,3.3219,0,1
111612,6.4336,5.9602,6.6399,5.1654,5.2823,5.2851,2.3219,3.3219,0,1
111639,6.4314,5.9606,6.6278,5.1707,5.2933,5.3092,2.3219,3.3219,0,1
111659,6.4246,5.9481,6.6039,5.1577,5.2747,5.3051,2.3219,3.3219,0,1
111675,6.4206,5.9383,6.5927,5.1483,5.2481,5.2933,2.3219,3.3219,0,1
111695,6.4229,5.9368,6.5914,5.1419,5.2625,5.2812,2.3219,3.3219,0,1
111727,6.4065,5.9265,6.5614,5.1237,5.223,5.2649,2.3219,3.3219,0,1
111746,6.4029,5.9118,6.5602,5.1018,5.2257,5.2547,2.3219,3.3219,0,1
111764,6.3991,5.8969,6.5643,5.0825,5.2269,5.2511,2.3219,3.3219,0,1
111785,6.3978,5.8916,6.5848,5.066,5.2202,5.2403,2.3219,3.3219,0,1
111812,6.3938,5.898,6.591,5.0452,5.2215,5.2326,2.3219,3.3219,0,1
111832,6.3828,5.8917,6.5878,5.0108,5.2142,5.2032,2.3219,3.3219,0,1
111852,6.3866,5.8979,6.6,5.0049,5.2193,5.1951,2.3219,3.3219,0,1
111873,6.39,5.9165,6.6129,5.0057,5.2188,5.1918,2.3219,3.3219,0,1
111893,6.3921,5.9298,6.6316,5.0491,5.2246,5.2056,2.3219,3.3219,0,1
111922,6.3954,6.0456,6.6875,5.0861,5.2469,5.2285,2.3219,3.3219,0,1
111947,6.3849,6.0902,6.6826,5.1092,5.2357,5.2303,2.3219,3.3219,0,1
111969,6.3843,6.1028,6.634,5.1065,5.169,5.2278,2.3219,3.3219,0,1
111991,6.3816,6.106,6.597,5.1009,5.1335,5.2115,2.3219,3.3219,0,1
112012,6.399,6.116,6.6405,5.1157,5.1509,5.203,2.3219,3.3219,0,1
112035,6.4279,6.1175,6.6329,5.1218,5.168,5.1722,2.3219,3.3219,0,1
112050,6.4337,6.1237,6.6461,5.1115,5.18,5.1518,2.3219,3.3219,0,1
112069,6.5102,6.1452,6.6798,5.1154,5.2159,5.1621,2.3219,3.3219,0,1
112092,6.5766,6.2254,6.8454,5.1416,5.511,5.3024,2.3219,3.3219,0,1
112114,6.5878,6.3681,6.8944,5.1612,5.5771,5.3859,2.3219,3.3219,0,1
112144,6.6089,6.4448,6.9309,5.2049,5.5986,5.4261,2.3219,3.3219,0,1
112164,6.6294,6.4756,6.9597,5.2861,5.6053,5.4525,2.3219,3.3219,0,1
112185,6.6304,6.4947,6.9839,5.3207,5.6257,5.4717,2.3219,3.3219,0,1
112210,6.6175,6.4989,6.9976,5.4311,5.6275,5.487,2.3219,3.3219,0,1
112233,6.6141,6.4947,6.9988,5.4629,5.6416,5.4857,2.3219,3.3219,0,1
112252,6.6112,6.4784,6.9944,5.4604,5.6447,5.478,2.3219,3.3219,0,1
112269,6.6078,6.4495,6.9836,5.4474,5.6542,5.4849,2.3219,3.3219,0,1
112290,6.6087,6.4416,6.9759,5.4598,5.6743,5.5047,2.3219,3.3219,0,1
112315,6.6348,6.4433,6.9785,5.4776,5.6946,5.5553,2.3219,3.3219,0,1
112340,6.6439,6.4407,6.9855,5.4978,5.7093,5.6377,2.3219,3.3219,0,1
112362,6.6581,6.4353,6.9989,5.5117,5.7278,5.6833,2.3219,3.3219,0,1
112382,6.6627,6.4117,6.9981,5.4993,5.7183,5.6832,2.3219,3.3219,0,1
112402,6.6704,6.3697,6.9955,5.4734,5.6785,5.6559,2.3219,3.3219,0,1
112422,6.6824,6.3508,6.9848,5.4661,5.678,5.6311,2.3219,3.3219,0,1
112444,6.6911,6.3517,6.9819,5.4509,5.6711,5.6083,2.3219,3.3219,0,1
112474,6.6977,6.351,6.965,5.4413,5.6516,5.5586,2.3219,3.3219,0,1
112494,6.743,6.3543,6.9656,5.4751,5.6466,5.5742,2.3219,3.3219,0,1
112519,6.778,6.3599,6.963,5.4889,5.6275,5.5733,2.3219,3.3219,0,1
112540,6.8045,6.3555,6.9674,5.5357,5.6514,5.5914,2.3219,3.3219,0,1
112558,6.8116,6.3347,6.9696,5.5472,5.6588,5.5922,2.3219,3.3219,0,1
112576,6.8619,6.3345,6.9768,5.5919,5.6661,5.613,2.3219,3.3219,0,1
112601,7.1018,6.3825,7.1014,5.7027,5.6729,5.639,2.3219,3.3219,0,1
112623,7.1852,6.389,7.1482,5.7203,5.6116,5.6378,2.3219,3.3219,0,1
112641,7.2037,6.363,7.1028,5.7007,4.8562,5.4696,2.3219,3.3219,0,1
112663,5.391,5.5319,6.1319,4.5223,4.7887,4.9022,2.3219,3.3219,0,1
112687,5.3545,5.1327,6.0365,4.4885,4.7423,4.8094,2.3219,3.3219,0,1
112707,5.3436,5.0223,5.992,4.4864,4.6221,4.7715,2.3219,3.3219,0,1
112734,4.9328,4.0837,4.7532,3.4155,3.565,3.268,2.3219,3.3219,0,1
112760,4.776,3.9909,4.6197,3.235,3.4107,3.3134,2.3219,3.3219,0,1
112783,4.7962,4.1056,4.7065,3.2487,3.3999,3.339,2.3219,3.3219,0,1
112805,4.7408,4.0952,4.6973,3.141,3.3457,3.2597,2.3219,3.3219,0,1
112825,4.7105,4.1192,4.6867,3.0413,3.2394,3.2234,2.3219,3.3219,0,1
112847,4.6936,4.1267,4.6875,2.9952,3.221,3.1919,2.3219,3.3219,0,1
112870,4.6868,4.1398,4.6909,2.9848,3.2072,3.1882,2.3219,3.3219,0,1
112892,4.6735,4.1338,4.686,2.9774,3.1805,3.1967,2.3219,3.3219,0,1
112913,4.6785,4.1316,4.6912,2.9882,3.1694,3.2253,2.3219,3.3219,0,1
112934,4.6899,4.1302,4.6954,2.9967,3.1826,3.2421,2.3219,3.3219,0,1
112959,4.6952,4.135,4.71,3.0045,3.1871,3.2651,2.3219,3.3219,0,1
112980,4.7032,4.1438,4.737,3.0438,3.2091,3.3745,2.3219,3.3219,0,1
112995,4.7065,4.1424,4.775,3.058,3.204,3.4964,2.3219,3.3219,0,1
113015,4.7049,4.1265,4.7874,3.0866,3.1997,3.5303,2.3219,3.3219,0,1
113038,4.7027,4.1216,4.7978,3.0931,3.2193,3.5232,2.3219,3.3219,0,1
113060,4.7031,4.1215,4.8014,3.0464,3.2007,3.4702,2.3219,3.3219,0,1
113084,4.6943,4.1072,4.7853,2.9116,3.1527,3.2472,2.3219,3.3219,0,1
113103,4.6829,4.0869,4.8035,2.8549,2.9713,3.1635,2.3219,3.3219,0,1
113125,4.688,4.0879,4.915,2.8591,2.9873,3.1446,2.3219,3.3219,0,1
113150,4.7056,4.0792,4.9543,2.8426,3.0924,3.1252,2.3219,3.3219,0,1
113172,4.7147,4.0833,4.966,2.7913,3.0707,2.9859,2.3219,3.3219,0,1
113194,4.7335,4.0886,4.9734,2.7689,3.0684,2.8025,2.3219,3.3219,0,1
113215,4.771,4.1542,5.0017,2.8679,3.1021,2.7695,2.3219,3.3219,0,1
113236,4.7993,4.2086,5.0277,3.0155,3.1523,3.06,2.3219,3.3219,0,1
113260,4.8583,4.2584,5.0348,3.0814,3.1765,3.2152,2.3219,3.3219,0,1
113282,4.8723,4.2644,5.0235,3.0911,3.1343,3.2289,2.3219,3.3219,0,1
113306,4.9053,4.287,5.0627,3.1631,3.4227,3.3295,2.3219,3.3219,0,1
113329,4.9448,4.2981,5.1045,3.2969,3.5705,3.374,2.3219,3.3219,0,1
113348,4.9825,4.327,5.1639,3.4038,3.6407,3.4244,2.3219,3.3219,0,1
113367,5.0497,4.4589,5.3009,3.4927,3.7022,3.4578,2.3219,3.3219,0,1
113396,5.0715,4.5531,5.3232,3.5249,3.729,3.506,2.3219,3.3219,0,1
113421,5.09,4.6308,5.3762,3.6415,3.7678,3.6542,2.3219,3.3219,0,1
113438,5.1261,4.6573,5.3837,3.6886,3.7898,3.7019,2.3219,3.3219,0,1
113465,5.1326,4.6586,5.3418,3.6754,3.7732,3.6855,2.3219,3.3219,0,1
113487,5.1312,4.6343,5.1038,3.6152,3.7059,3.6507,2.3219,3.3219,0,1
113509,5.1178,4.5626,5.0473,3.5162,3.689,3.5579,2.3219,3.3219,0,1
113530,5.1144,4.5148,5.0537,3.4674,3.6856,3.5462,2.3219,3.3219,0,1
113548,5.1129,4.5146,5.0637,3.4582,3.7015,3.5458,2.3219,3.3219,0,1
113565,5.0944,4.4901,5.0619,3.4389,3.6891,3.4999,2.3219,3.3219,0,1
113593,5.0912,4.5005,5.1037,3.4439,3.7066,3.4969,2.3219,3.3219,0,1
113619,5.0835,4.4828,5.1071,3.4341,3.7152,3.4926,2.3219,3.3219,0,1
113641,5.0759,4.4815,5.1097,3.4284,3.7291,3.4984,2.3219,3.3219,0,1
113663,5.0601,4.4709,5.1094,3.4205,3.7351,3.489,2.3219,3.3219,0,1
113682,5.0483,4.4684,5.1094,3.4013,3.7331,3.4708,2.3219,3.3219,0,1
113704,5.0539,4.4636,5.1117,3.3694,3.7186,3.4543,2.3219,3.3219,0,1
113728,5.0366,4.4414,5.0981,3.2522,3.6444,3.4148,2.3219,3.3219,0,1
113744,5.0173,4.4074,5.0888,3.1698,3.5098,3.3792,2.3219,3.3219,0,1
113763,5.0106,4.3857,5.0866,3.0897,3.4825,3.3408,2.3219,3.3219,0,1
113785,5.0228,4.374,5.0913,3.0707,3.474,3.3303,2.3219,3.3219,0,1
113810,5.0391,4.3645,5.0955,3.1036,3.489,3.3259,2.3219,3.3219,0,1
113836,5.0605,4.3655,5.1016,3.1558,3.5077,3.3506,2.3219,3.3219,0,1
113860,5.0757,4.4086,5.1065,3.2573,3.5474,3.4334,2.3219,3.3219,0,1
113881,5.0877,4.4188,5.1043,3.3035,3.5632,3.5036,2.3219,3.3219,0,1
113904,5.0897,4.4137,5.1059,3.3075,3.6087,3.5156,2.3219,3.3219,0,1
113922,5.0953,4.4056,5.1176,3.2997,3.6699,3.518,2.3219,3.3219,0,1
113939,5.0961,4.3713,5.105,3.2989,3.6936,3.5218,2.3219,3.3219,0,1
113961,5.107,4.3785,5.1737,3.3346,3.7403,3.5524,2.3219,3.3219,0,1
113984,5.103,4.372,5.1816,3.3305,3.7456,3.5542,2.3219,3.3219,0,1
114007,5.1153,4.3729,5.187,3.3284,3.7617,3.5639,2.3219,3.3219,0,1
114027,5.1085,4.364,5.1778,3.2912,3.7379,3.5865,2.3219,3.3219,0,1
114050,5.0914,4.3597,5.1393,3.2434,3.7102,3.5366,2.3219,3.3219,0,1
114073,5.0554,4.3514,5.0592,3.1915,3.6882,3.5097,2.3219,3.3219,0,1
114098,5.0323,4.3406,5.0312,3.1444,3.6653,3.4891,2.3219,3.3219,0,1
114118,5.0364,4.353,5.029,3.1505,3.6617,3.4926,2.3219,3.3219,0,1
114138,5.0379,4.3591,5.0209,3.152,3.6434,3.5054,2.3219,3.3219,0,1
114160,4.9898,4.3531,5.0098,3.1058,3.5188,3.4621,2.3219,3.3219,0,1
114184,4.9394,4.3415,4.9861,3.0387,3.4555,3.172,2.3219,3.3219,0,1
114213,4.9133,4.3484,4.9754,3.0036,3.36,3.125,2.3219,3.3219,0,1
114235,4.8744,4.3561,4.9654,2.9849,3.2462,3.1188,2.3219,3.3219,0,1
114257,4.8188,4.3583,4.9494,2.9278,3.1976,3.1121,2.3219,3.3219,0,1
114276,4.8034,4.365,4.9488,2.9071,3.2149,3.1169,2.3219,3.3219,0,1
114294,4.7912,4.37,4.9404,2.8992,3.2166,3.1294,2.3219,3.3219,0,1
114321,4.7835,4.3919,4.9367,2.923,3.2229,3.1507,2.3219,3.3219,0,1
114345,4.7767,4.4004,4.9224,2.9264,3.2205,3.1587,2.3219,3.3219,0,1
114364,4.7707,4.4063,4.9174,2.9405,3.2288,3.1604,2.3219,3.3219,0,1
114386,4.7462,4.3984,4.89,2.9336,3.2303,3.1519,2.3219,3.3219,0,1
114405,4.712,4.3687,4.8738,2.9213,3.2262,3.1288,2.3219,3.3219,0,1
114430,4.6844,4.322,4.8321,2.8914,3.2074,3.067,2.3219,3.3219,0,1
114450,4.6696,4.2594,4.8138,2.8659,3.1888,3.0095,2.3219,3.3219,0,1
114473,4.6626,4.238,4.8214,2.8561,3.1698,2.9996,2.3219,3.3219,0,1
114490,4.6653,4.2296,4.8317,2.8615,3.1497,3.0109,2.3219,3.3219,0,1
114516,4.672,4.2442,4.8358,2.8638,3.1486,3.0119,2.3219,3.3219,0,1
114538,4.6787,4.2783,4.8374,2.8758,3.154,3.0024,2.3219,3.3219,0,1
114560,4.6743,4.2914,4.8129,2.8662,3.1507,2.9574,2.3219,3.3219,0,1
114586,4.6679,4.3034,4.8036,2.8758,3.1637,2.9601,2.3219,3.3219,0,1
114608,4.6593,4.3075,4.8127,2.8864,3.1673,2.9766,2.3219,3.3219,0,1
114626,4.7102,4.3179,4.8666,2.9569,3.2069,3.0572,2.3219,3.3219,0,1
114646,4.7784,4.3449,5.0068,3.1337,3.2395,3.1272,2.3219,3.3219,0,1
114666,4.8279,4.3749,5.0838,3.1898,3.2428,3.1649,2.3219,3.3219,0,1
114691,4.8715,4.3991,5.1399,3.1934,3.2466,3.1886,2.3219,3.3219,0,1
114714,4.8551,4.4087,5.134,3.1499,3.2241,3.1691,2.3219,3.3219,0,1
114732,4.8671,4.4199,5.1256,3.1145,3.2333,3.1511,2.3219,3.3219,0,1
114753,4.8584,4.4348,5.0698,2.982,3.2305,3.0832,2.3219,3.3219,0,1
114778,4.8494,4.454,5.0292,2.8978,3.2093,3.0631,2.3219,3.3219,0,1
114800,4.8108,4.4607,4.9786,2.818,3.1767,3.0354,2.3219,3.3219,0,1
114822,4.7843,4.4695,4.9544,2.8279,3.1039,3.0223,2.3219,3.3219,0,1
114843,4.7889,4.4686,5.0522,2.8488,3.0791,2.9916,2.3219,3.3219,0,1
114873,4.7781,4.411,5.0245,2.8662,3.0335,2.9559,2.3219,3.3219,0,1
114894,4.7387,4.3017,4.7508,2.8568,2.942,2.8897,2.3219,3.3219,0,1
114915,4.7269,4.2955,4.5382,2.8202,2.7496,2.8428,2.3219,3.3219,0,1
114936,4.6951,4.2425,4.3368,2.7489,2.7143,2.6014,2.3219,3.3219,0,1
114956,4.7019,4.2404,4.3207,2.7638,2.7469,2.6194,2.3219,3.3219,0,1
114979,4.7747,4.4716,5.0276,3.0875,3.1898,3.1991,2.3219,3.3219,0,1
115002,4.782,4.5421,5.1689,3.1837,3.2452,3.3966,2.3219,3.3219,0,1
115022,4.8984,4.5982,5.2173,3.2408,3.4601,3.4797,2.3219,3.3219,0,1
115049,5.0766,4.618,5.2671,3.2944,3.5963,3.542,2.3219,3.3219,0,1
115068,5.1151,4.614,5.2849,3.3293,3.6298,3.5736,2.3219,3.3219,0,1
115086,5.1927,4.6185,5.2976,3.4076,3.6831,3.5894,2.3219,3.3219,0,1
115107,5.2106,4.6285,5.2983,3.4206,3.6765,3.5813,2.3219,3.3219,0,1
115134,5.2179,4.6288,5.2924,3.4081,3.614,3.5594,2.3219,3.3219,0,1
115156,5.2167,4.6275,5.2859,3.391,3.6405,3.5287,2.3219,3.3219,0,1
115179,5.2167,4.6317,5.2864,3.3767,3.66,3.5084,2.3219,3.3219,0,1
115201,5.2142,4.6315,5.2843,3.3723,3.6735,3.4768,2.3219,3.3219,0,1
115224,5.2195,4.6371,5.2828,3.3794,3.714,3.4759,2.3219,3.3219,0,1
115242,5.2367,4.6436,5.2885,3.3961,3.7388,3.4772,2.3219,3.3219,0,1
115266,5.3151,4.6503,5.3235,3.4231,3.7526,3.4958,2.3219,3.3219,0,1
115288,5.3304,4.6535,5.3423,3.4095,3.7024,3.4707,2.3219,3.3219,0,1
115312,5.3371,4.6463,5.3525,3.3305,3.6562,3.4028,2.3219,3.3219,0,1
115330,5.3276,4.6533,5.3743,3.2663,3.5959,3.3788,2.3219,3.3219,0,1
115350,5.3119,4.6519,5.381,3.243,3.5396,3.3644,2.3219,3.3219,0,1
115369,5.2982,4.6474,5.3926,3.219,3.5031,3.3429,2.3219,3.3219,0,1
115392,5.2485,4.6299,5.3832,3.1711,3.4379,3.2647,2.3219,3.3219,0,1
115414,5.2184,4.624,5.3865,3.1482,3.4257,3.2366,2.3219,3.3219,0,1
115439,5.1725,4.6248,5.4022,3.1588,3.4149,3.2375,2.3219,3.3219,0,1
115458,5.1296,4.6234,5.4149,3.1621,3.4029,3.2261,2.3219,3.3219,0,1
115480,5.0844,4.62,5.4143,3.1749,3.3882,3.1985,2.3219,3.3219,0,1
115508,5.0412,4.6074,5.3296,3.1426,3.3058,3.1263,2.3219,3.3219,0,1
115533,5.0239,4.569,5.2402,3.0935,3.2724,3.0596,2.3219,3.3219,0,1
115554,4.9858,4.3888,5.0428,2.7945,3.1209,2.9469,2.3219,3.3219,0,1
115574,4.9372,4.2462,4.9757,2.7055,2.9325,2.8887,2.3219,3.3219,0,1
115594,4.9213,4.1575,4.9135,2.6779,2.9048,2.8675,2.3219,3.3219,0,1
115612,4.9232,4.1357,4.8791,2.6393,2.9028,2.8346,2.3219,3.3219,0,1
115635,4.9721,4.1659,5.0292,2.6573,3.047,2.8687,2.3219,3.3219,0,1
115656,5.0137,4.1607,5.1105,2.687,3.1266,2.8954,2.3219,3.3219,0,1
115677,5.0344,4.1724,5.248,2.8541,3.2799,2.9205,2.3219,3.3219,0,1
115702,5.0412,4.1843,5.2601,2.8754,3.3291,2.9582,2.3219,3.3219,0,1
115724,5.0486,4.206,5.278,2.9076,3.3538,3.0301,2.3219,3.3219,0,1
115747,5.0564,4.2144,5.2969,2.958,3.3665,3.1313,2.3219,3.3219,0,1
115765,5.074,4.214,5.3126,2.9713,3.3582,3.1728,2.3219,3.3219,0,1
115787,5.1036,4.2142,5.3135,2.9532,3.3102,3.1366,2.3219,3.3219,0,1
115810,5.098,4.1993,5.2513,2.9259,3.0979,2.8175,2.3219,3.3219,0,1
115834,5.0921,4.1969,5.219,2.9105,3.0192,2.7769,2.3219,3.3219,0,1
115856,5.0885,4.1987,5.2091,2.9117,2.9996,2.8725,2.3219,3.3219,0,1
115875,5.1,4.1985,5.2134,2.9209,3.01,2.9229,2.3219,3.3219,0,1
115898,5.0831,4.1943,5.1842,2.9034,2.9473,2.9061,2.3219,3.3219,0,1
115926,5.048,4.1928,5.1319,2.849,2.7229,2.8758,2.3219,3.3219,0,1
115942,5.0524,4.1962,5.1173,2.8388,2.7197,2.8777,2.3219,3.3219,0,1
115968,5.0633,4.2159,5.1199,2.8425,2.7644,2.8839,2.3219,3.3219,0,1
115987,5.0726,4.2438,5.1419,2.8587,2.7921,2.9714,2.3219,3.3219,0,1
116016,5.081,4.2607,5.1585,2.866,2.8463,2.9968,2.3219,3.3219,0,1
116036,5.097,4.2607,5.1635,2.8933,2.9582,3.0268,2.3219,3.3219,0,1
116054,5.1142,4.2456,5.1675,2.9007,2.9865,3.0566,2.3219,3.3219,0,1
116074,5.1351,4.261,5.1874,2.9999,3.0497,3.1238,2.3219,3.3219,0,1
116103,5.1638,4.374,5.212,3.0292,3.0507,3.1303,2.3219,3.3219,0,1
116123,5.2463,4.5768,5.3326,3.0478,3.0644,3.1434,2.3219,3.3219,0,1
116149,5.2948,4.7007,5.3521,3.0395,3.0563,3.1321,2.3219,3.3219,0,1
116170,5.3157,4.7282,5.3704,3.0392,3.0465,3.1054,2.3219,3.3219,0,1
116188,5.3266,4.7436,5.4028,3.0535,3.0479,3.1139,2.3219,3.3219,0,1
116215,5.3313,4.7623,5.4143,3.058,3.0523,3.1009,2.3219,3.3219,0,1
116237,5.3225,4.7519,5.3978,3.0389,3.0282,3.0539,2.3219,3.3219,0,1
116258,5.3203,4.7367,5.3881,3.0156,3.0121,3.0177,2.3219,3.3219,0,1
116276,5.3259,4.722,5.3966,3.0256,3.0442,3.0249,2.3219,3.3219,0,1
116298,5.3263,4.6967,5.3893,3.031,3.0489,3.025,2.3219,3.3219,0,1
116322,5.3406,4.6842,5.3995,3.1182,3.0817,3.0943,2.3219,3.3219,0,1
116338,5.3591,4.6844,5.4445,3.2437,3.1295,3.2509,2.3219,3.3219,0,1
116360,5.3675,4.6928,5.4696,3.2985,3.1784,3.2757,2.3219,3.3219,0,1
116381,5.3608,4.6894,5.4655,3.2955,3.1756,3.2498,2.3219,3.3219,0,1
116406,5.2829,4.6895,5.446,3.2597,3.0738,3.2073,2.3219,3.3219,0,1
116434,5.1289,4.6792,5.399,3.241,3.0183,3.1849,2.3219,3.3219,0,1
116454,5.0486,4.6589,5.2727,3.1145,2.9185,3.0503,2.3219,3.3219,0,1
116472,4.9947,4.6346,4.7885,2.1776,2.6121,2.6676,2.3219,3.3219,0,1
116496,4.9718,4.6224,4.738,2.1691,2.5484,2.6552,2.3219,3.3219,0,1
116521,4.9903,4.6665,4.8031,2.544,2.5538,2.7134,2.3219,3.3219,0,1
116538,5.2774,4.6999,4.8383,2.8046,2.5686,2.8256,2.3219,3.3219,0,1
116564,5.5738,5.081,4.9681,2.9325,2.7253,2.8787,2.3219,3.3219,0,1
116589,5.9535,5.5978,5.9717,3.9727,4.1245,5.05,2.3219,3.3219,0,1
116603,6.0077,5.6928,6.2364,4.8298,5.0053,5.1507,2.3219,3.3219,0,1
116630,5.9891,5.6827,6.1997,4.7555,4.8889,5.1151,2.3219,3.3219,0,1
116648,5.9777,5.674,6.1811,4.7161,4.8918,5.0872,2.3219,3.3219,0,1
116667,5.9564,5.668,6.1418,4.6266,4.8588,5.0662,2.3219,3.3219,0,1
116697,5.9307,5.655,6.004,4.4461,4.7493,4.5335,2.3219,3.3219,0,1
116718,5.9106,5.6537,5.9936,4.3978,4.6741,4.5269,2.3219,3.3219,0,1
116742,5.9026,5.6472,5.9875,4.3616,4.6286,4.5121,2.3219,3.3219,0,1
116762,5.8972,5.65,5.9887,4.3742,4.6561,4.5145,2.3219,3.3219,0,1
116784,5.8965,5.6493,5.9851,4.3934,4.7064,4.518,2.3219,3.3219,0,1
116809,5.8951,5.6482,5.9829,4.4053,4.7067,4.5225,2.3219,3.3219,0,1
116831,5.8806,5.643,5.9774,4.3953,4.7035,4.5042,2.3219,3.3219,0,1
116853,5.8665,5.6425,5.9783,4.3934,4.7068,4.5206,2.3219,3.3219,0,1
116873,5.8699,5.6473,5.9872,4.4042,4.7325,4.5417,2.3219,3.3219,0,1
116897,5.8737,5.6566,5.9963,4.4287,4.7609,4.5757,2.3219,3.3219,0,1
116918,5.8691,5.6576,5.9994,4.4316,4.7665,4.5741,2.3219,3.3219,0,1
116940,5.869,5.664,6.0037,4.4528,4.7709,4.575,2.3219,3.3219,0,1
116962,5.8559,5.6642,6.0059,4.462,4.7691,4.5688,2.3219,3.3219,0,1
116982,5.8287,5.6608,6.0081,4.4568,4.7581,4.5315,2.3219,3.3219,0,1
116998,5.8172,5.6719,6.13,4.4682,4.7759,4.5829,2.3219,3.3219,0,1
117028,5.795,5.6791,6.1426,4.4641,4.7731,4.5852,2.3219,3.3219,0,1
117051,5.779,5.6836,6.1407,4.4552,4.7565,4.5728,2.3219,3.3219,0,1
117073,5.7506,5.6776,6.1117,4.4227,4.7227,4.5552,2.3219,3.3219,0,1
117093,5.564,5.6501,6.0746,4.323,4.3797,4.281,2.3219,3.3219,0,1
117117,5.4951,5.633,6.0273,4.1809,4.0675,4.1307,2.3219,3.3219,0,1
117139,5.4726,5.6197,5.9812,4.0952,4.0475,4.0693,2.3219,3.3219,0,1
117156,5.4622,5.6135,5.9149,4.0261,4.0325,4.0263,2.3219,3.3219,0,1
117176,5.4495,5.6081,5.856,3.9633,4.0267,3.9997,2.3219,3.3219,0,1
117195,5.4445,5.6157,5.8189,3.9095,4.0245,3.9654,2.3219,3.3219,0,1
117218,5.4325,5.6196,5.8044,3.8775,4.0187,3.9647,2.3219,3.3219,0,1
117249,5.5238,5.7008,5.8913,4.0931,4.0667,4.1367,2.3219,3.3219,0,1
117271,5.5977,5.7664,6.0947,4.3892,4.2796,4.2402,2.3219,3.3219,0,1
117293,5.6357,5.7906,6.1593,4.6157,4.4829,4.5914,2.3219,3.3219,0,1
117315,5.6689,5.8216,6.3713,5.3557,4.7284,5.5327,2.3219,3.3219,0,1
117336,6.3829,5.8936,6.5174,5.5427,5.5251,5.7023,2.3219,3.3219,0,1
117359,6.3914,5.8948,6.5283,5.6104,5.6261,5.7122,2.3219,3.3219,0,1
117381,6.3646,5.8541,6.4704,5.5889,5.6125,5.6788,2.3219,3.3219,0,1
117398,5.8167,5.7163,6.2614,5.3242,5.3853,5.5743,2.3219,3.3219,0,1
117425,5.6151,5.507,5.9163,4.763,5.0666,4.8976,2.3219,3.3219,0,1
117444,5.5854,5.3945,5.7831,4.6627,4.996,4.8615,2.3219,3.3219,0,1
117469,5.5716,5.3607,5.7748,4.6699,4.9774,4.8635,2.3219,3.3219,0,1
